Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[12L, 28L, 151L, 248L, 274L, 376L]",0.57,MLR,0.17,-0.12,-0.31,-0.05
"[102L, 130L, 153L, 159L, 221L, 356L]",0.57,MLR,0.19,-0.02,-0.46,-0.72
"[66L, 89L, 95L, 139L, 168L, 218L, 251L, 259L]",3.95,MLR,0.14,-0.72,-18.03,-210.68
"[73L, 129L, 212L, 234L, 255L, 283L, 294L, 341L]",0.61,MLR,0.22,-0.38,-0.08,-0.45
"[3L, 52L, 54L, 74L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.3,MLR,0.69,0.48,0.24,0.58
"[2L, 16L, 26L, 94L, 130L, 194L, 289L, 359L, 384L]",1.73,MLR,0.31,-3.57,-0.95,-0.24
"[53L, 61L, 79L, 93L, 109L, 176L, 369L]",0.64,MLR,0.12,-0.2,-0.56,-1.06
"[31L, 47L, 60L, 75L, 112L, 126L, 303L]",0.87,MLR,0.22,-0.32,-1.59,-1.61
"[198L, 237L, 279L, 312L, 381L]",0.53,MLR,0.13,-0.07,-0.16,-0.32
"[16L, 19L, 25L, 114L, 126L, 315L]",0.45,MLR,0.34,0.16,-0.09,-0.24
"[78L, 121L, 210L, 265L, 324L, 335L]",0.66,MLR,0.13,-0.14,-0.75,-0.5
"[2L, 90L, 159L, 191L, 241L, 251L]",7.24,MLR,0.22,-0.03,-37.44,-469.9
"[0L, 3L, 88L, 154L, 239L, 242L, 307L, 322L, 328L, 374L, 380L]",1.17,MLR,0.24,-1.7,-0.95,-1.21
"[42L, 106L, 138L, 156L, 220L]",0.48,MLR,0.31,0.13,-0.2,0.06
"[9L, 89L, 112L, 170L, 208L, 353L, 379L]",0.56,MLR,0.45,-0.02,-0.37,-0.04
"[65L, 161L, 166L, 299L, 311L, 317L, 354L]",0.75,MLR,0.31,0.01,-1.52,-2.0
"[27L, 78L, 110L, 119L, 166L, 295L, 380L]",0.69,MLR,0.27,-0.29,-0.66,-0.47
"[7L, 39L, 59L, 163L, 242L, 271L]",0.52,MLR,0.2,-0.11,-0.05,0.14
"[92L, 105L, 204L, 211L, 270L, 309L, 345L]",0.55,MLR,0.36,0.15,-0.62,-0.54
"[29L, 70L, 101L, 183L, 287L, 308L, 337L]",1.07,MLR,0.14,-2.07,0.22,0.1
"[83L, 93L, 119L, 124L, 224L, 283L, 332L, 375L]",0.85,MLR,0.21,-0.37,-1.4,-0.93
"[49L, 119L, 164L, 212L, 280L, 325L, 338L]",0.53,MLR,0.34,0.01,-0.28,-0.22
"[42L, 69L, 90L, 117L, 138L, 245L, 372L]",0.5,MLR,0.3,0.03,-0.15,0.17
"[37L, 50L, 80L, 121L, 227L, 230L, 305L]",0.53,MLR,0.19,-0.12,-0.08,-1.26
"[16L, 18L, 87L, 135L, 140L, 155L, 205L]",0.6,MLR,0.26,-0.12,-0.43,-0.17
"[34L, 136L, 203L, 213L]",0.53,MLR,0.08,-0.2,0.05,-0.28
"[80L, 175L, 182L, 275L, 324L]",0.5,MLR,0.17,-0.09,0.06,-0.5
"[3L, 217L, 307L, 381L, 384L]",0.56,MLR,0.07,-0.13,-0.2,-0.32
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 352L]",0.27,MLR,0.67,0.44,0.47,0.46
"[13L, 16L, 117L, 170L, 336L, 376L]",0.59,MLR,0.4,-0.03,-0.51,-0.07
"[42L, 49L, 159L, 165L, 255L, 260L]",0.49,MLR,0.31,0.03,-0.11,-0.13
"[7L, 35L, 92L, 120L, 153L, 216L, 227L, 252L, 299L, 337L, 341L, 342L]",0.99,MLR,-0.27,-0.95,-1.2,-0.84
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[30L, 33L, 184L, 194L, 219L, 271L, 362L]",0.72,MLR,0.35,-0.09,-1.17,-0.97
"[124L, 149L, 155L, 298L]",0.49,MLR,0.12,-0.01,-0.01,-0.01
"[65L, 151L, 260L, 301L, 330L]",0.51,MLR,0.29,-0.01,-0.12,-0.02
"[90L, 113L, 118L, 156L, 211L, 310L]",0.57,MLR,0.31,0.02,-0.5,-0.23
"[104L, 181L, 185L, 337L, 372L]",0.54,MLR,0.05,-0.18,-0.01,-0.06
"[227L, 247L, 353L]",0.64,MLR,0.14,-0.0,-0.88,-0.5
"[140L, 151L, 195L]",0.56,MLR,0.1,-0.05,-0.34,-0.25
"[32L, 47L, 176L, 264L, 301L, 321L, 329L]",0.63,MLR,0.4,0.14,-1.07,-0.86
"[39L, 220L, 244L]",0.47,MLR,0.09,-0.06,0.17,0.06
"[132L, 186L, 236L, 285L, 305L, 383L]",2.6,MLR,0.04,-0.28,-11.27,-11.75
"[9L, 37L, 209L, 343L, 360L, 370L]",0.56,MLR,0.12,-0.27,0.04,-0.13
"[25L, 122L, 131L, 146L, 153L, 192L]",0.72,MLR,0.11,-0.14,-1.08,-0.84
"[128L, 136L, 169L, 197L, 325L]",0.64,MLR,0.14,-0.19,-0.56,-0.45
"[10L, 24L, 274L, 300L]",0.5,MLR,0.07,-0.13,0.13,-0.02
"[287L, 358L, 364L]",0.54,MLR,0.02,-0.16,-0.05,-0.01
"[55L, 80L, 201L, 334L]",0.5,MLR,0.09,-0.13,0.12,0.21
"[59L, 117L, 129L, 140L, 167L, 194L, 242L, 244L]",0.51,MLR,0.37,0.07,-0.28,0.12
"[163L, 289L, 341L, 356L, 376L]",0.57,MLR,0.11,-0.13,-0.26,-0.32
"[47L, 170L, 197L, 299L, 313L, 319L]",0.57,MLR,0.41,0.1,-0.65,-0.5
"[8L, 111L, 136L, 223L, 363L]",0.59,MLR,0.08,-0.22,-0.21,-0.42
"[34L, 85L, 89L, 107L, 195L, 266L, 273L, 294L, 363L]",0.81,MLR,0.38,-0.22,-1.46,-1.75
"[251L, 325L, 383L]",4.74,MLR,0.09,-0.37,-22.99,-282.19
"[29L, 39L, 49L, 55L, 76L, 119L, 203L, 213L, 275L, 317L, 330L]",2.55,MLR,0.23,-6.16,-1.14,-1.35
"[58L, 63L, 142L, 155L, 220L, 267L, 289L, 353L]",0.69,MLR,0.4,0.17,-1.43,-0.58
"[91L, 110L, 115L, 225L, 240L, 345L]",0.61,MLR,0.08,-0.2,-0.38,-0.53
"[3L, 33L, 73L, 163L, 231L, 238L, 249L, 293L]",0.63,MLR,0.2,-0.2,-0.51,-0.43
"[3L, 207L, 271L, 319L, 383L]",0.52,MLR,0.09,-0.21,0.15,0.14
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.42,0.57
"[47L, 68L, 188L, 192L, 233L, 336L, 370L]",0.63,MLR,0.16,-0.12,-0.59,-0.36
"[40L, 58L, 88L, 141L, 175L, 191L, 217L]",0.44,MLR,0.52,0.36,-0.34,-0.52
"[157L, 178L, 225L, 297L]",0.46,MLR,0.21,-0.01,0.12,0.25
"[39L, 117L, 260L, 272L, 384L]",0.55,MLR,0.28,-0.17,-0.06,-0.16
"[16L, 65L, 113L, 146L, 163L, 167L, 174L, 362L, 374L]",0.48,MLR,0.4,0.05,-0.07,0.41
"[38L, 97L, 136L, 179L, 233L, 254L, 292L, 346L, 362L]",0.78,MLR,0.27,-0.2,-1.31,-1.28
"[79L, 131L, 256L, 297L, 336L, 381L]",0.54,MLR,0.21,-0.13,-0.08,-0.45
"[61L, 103L, 149L, 154L, 188L, 217L, 267L]",0.47,MLR,0.42,0.26,-0.34,0.35
"[11L, 96L, 164L, 179L, 185L, 231L, 237L, 242L, 245L, 330L]",0.63,MLR,0.48,0.17,-1.11,-0.72
"[2L, 26L, 39L, 164L, 242L, 310L]",0.72,MLR,0.4,-0.92,0.2,0.4
"[3L, 12L, 108L, 205L, 349L, 381L]",0.67,MLR,0.07,-0.28,-0.59,-0.82
"[46L, 238L, 315L]",0.49,MLR,0.1,-0.07,0.09,-0.29
"[24L, 98L, 197L, 202L, 210L]",0.69,MLR,0.12,-0.38,-0.52,-0.37
"[138L, 264L, 303L, 321L]",0.52,MLR,0.27,0.02,-0.23,-0.04
"[247L, 283L, 315L, 368L, 373L]",0.58,MLR,0.12,-0.13,-0.34,-0.06
"[14L, 232L, 336L, 348L]",0.65,MLR,0.07,-0.14,-0.69,-0.04
"[57L, 123L, 208L, 276L, 291L, 297L, 333L, 340L, 343L, 349L, 354L, 357L]",0.83,MLR,0.21,-0.87,-0.5,-0.96
"[43L, 118L, 159L, 170L, 202L, 239L, 244L]",0.54,MLR,0.38,-0.07,-0.2,-0.05
"[19L, 52L, 88L, 120L, 190L, 194L, 285L, 310L]",2.02,MLR,0.34,0.08,-8.66,-7.7
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 352L]",0.27,MLR,0.67,0.44,0.47,0.46
"[37L, 54L, 222L]",0.53,MLR,0.05,-0.07,-0.16,-0.15
"[46L, 265L, 270L]",0.51,MLR,0.16,-0.0,-0.13,-0.14
"[89L, 204L, 218L, 247L, 252L, 266L, 328L, 354L]",0.76,MLR,0.34,-0.34,-1.0,-0.9
"[10L, 25L, 213L, 216L, 233L, 257L, 274L, 339L]",0.59,MLR,0.27,-0.1,-0.42,-0.52
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[185L, 269L, 296L, 309L]",0.5,MLR,0.18,-0.03,-0.04,0.18
"[3L, 52L, 54L, 73L, 109L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.3,MLR,0.66,0.37,0.38,0.47
"[49L, 155L, 178L, 230L]",0.48,MLR,0.1,-0.07,0.13,0.17
"[57L, 188L, 244L, 249L, 303L, 380L]",0.55,MLR,0.12,-0.18,-0.08,-0.19
"[59L, 173L, 299L, 310L]",0.51,MLR,0.13,-0.06,-0.07,-0.43
"[132L, 151L, 171L, 210L, 369L]",0.53,MLR,0.18,-0.08,-0.12,0.09
"[14L, 85L, 166L, 192L, 200L, 322L]",0.56,MLR,0.21,-0.07,-0.32,0.04
"[34L, 79L, 112L, 164L, 252L, 374L]",0.6,MLR,0.31,-0.39,-0.02,-0.36
"[29L, 186L, 309L, 337L, 352L]",0.7,MLR,0.17,-0.58,-0.21,-0.07
"[10L, 16L, 71L, 100L, 220L, 222L, 260L, 293L]",0.68,MLR,0.47,-0.19,-0.8,0.1
"[0L, 132L, 188L, 318L, 335L]",0.66,MLR,0.12,-0.24,-0.56,-0.71
"[117L, 134L, 141L, 197L, 208L, 326L, 339L]",0.47,MLR,0.25,-0.01,0.11,0.06
"[203L, 209L, 214L, 266L]",0.61,MLR,0.11,-0.18,-0.42,-0.58
"[87L, 100L, 111L, 181L, 182L, 187L, 373L]",0.77,MLR,0.17,-0.93,-0.04,-0.68
"[36L, 315L, 358L]",0.47,MLR,0.11,-0.05,0.14,-0.18
"[48L, 50L, 101L, 322L, 379L]",0.86,MLR,0.07,-1.11,-0.23,-0.16
"[80L, 134L, 191L, 209L]",0.57,MLR,0.01,-0.25,-0.05,-0.21
"[85L, 99L, 288L, 308L, 313L, 324L, 330L]",0.57,MLR,0.14,-0.16,-0.21,-0.3
"[23L, 105L, 193L, 235L, 243L, 295L, 378L]",0.55,MLR,0.1,-0.26,0.05,-0.23
"[7L, 68L, 71L, 240L, 252L, 269L, 293L, 343L]",0.69,MLR,0.31,-0.36,-0.54,-0.3
"[1L, 14L, 40L, 122L, 162L, 326L, 327L]",0.64,MLR,0.13,-0.23,-0.48,-0.04
"[64L, 151L, 246L, 296L, 304L]",0.57,MLR,0.13,-0.1,-0.34,-0.22
"[60L, 108L, 194L, 199L, 254L]",0.92,MLR,0.09,-1.44,-0.02,-0.17
"[1L, 9L, 53L, 271L]",0.5,MLR,0.12,-0.07,0.03,0.24
"[5L, 74L, 145L, 270L, 319L, 370L, 371L]",0.59,MLR,0.21,-0.0,-0.58,-0.77
"[35L, 62L, 318L]",0.49,MLR,0.11,-0.02,-0.0,-0.16
"[41L, 46L, 268L, 332L, 375L]",0.69,MLR,0.13,-0.35,-0.54,-0.74
"[79L, 115L, 245L, 277L]",0.5,MLR,0.21,0.05,-0.18,-0.87
"[118L, 158L, 215L, 241L, 291L, 301L, 362L]",0.53,MLR,0.05,-0.3,0.26,-0.52
"[7L, 16L, 202L, 222L, 331L]",0.73,MLR,0.28,-0.02,-1.36,-1.03
"[67L, 90L, 146L, 205L, 367L]",0.54,MLR,0.0,-0.27,0.12,0.09
"[55L, 75L, 103L, 201L, 218L]",0.52,MLR,0.11,-0.18,0.1,0.02
"[69L, 95L, 98L, 298L]",0.55,MLR,0.28,0.05,-0.46,0.12
"[90L, 169L, 281L]",0.58,MLR,0.13,-0.02,-0.48,0.04
"[2L, 25L, 93L, 94L, 115L, 216L, 253L, 258L]",1.83,MLR,0.2,-2.33,-3.56,-6.43
"[80L, 143L, 150L, 199L, 311L]",0.74,MLR,0.05,-0.85,0.02,0.05
"[157L, 274L, 348L]",0.51,MLR,0.1,-0.12,0.04,0.15
"[175L, 301L, 328L, 341L, 359L]",0.56,MLR,0.11,-0.16,-0.19,-0.55
"[45L, 66L, 95L, 186L, 221L, 270L, 360L]",1.05,MLR,0.19,-1.91,0.08,-0.02
"[22L, 85L, 89L, 161L, 285L, 291L, 297L, 300L, 355L, 373L]",1.6,MLR,0.27,-0.16,-5.91,-4.66
"[10L, 55L, 66L, 137L, 211L, 265L, 293L, 301L, 343L, 381L]",0.7,MLR,0.2,-0.24,-0.79,-0.97
"[7L, 45L, 78L, 193L, 223L]",0.74,MLR,0.18,-0.14,-1.21,-0.73
"[26L, 123L, 156L, 260L, 331L]",1.99,MLR,0.31,-5.01,0.02,0.39
"[61L, 127L, 212L, 280L, 295L, 301L, 347L, 353L, 358L, 361L]",0.77,MLR,0.27,-0.17,-1.31,-0.89
"[40L, 87L, 230L, 234L, 265L, 292L, 325L, 361L]",1.13,MLR,0.19,-0.66,-2.49,-2.3
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 352L]",0.27,MLR,0.67,0.44,0.47,0.46
"[12L, 19L, 108L, 164L, 311L]",0.52,MLR,0.3,-0.0,-0.22,-0.11
"[27L, 124L, 172L, 229L, 268L, 292L, 311L, 353L, 354L, 381L]",0.97,MLR,0.27,-0.87,-1.28,-1.03
"[14L, 87L, 150L, 179L, 214L, 249L, 283L, 303L, 355L]",0.7,MLR,0.18,-0.33,-0.68,-0.27
"[7L, 19L, 35L, 36L, 70L, 92L, 154L, 175L, 208L, 246L, 260L, 283L]",0.59,MLR,0.5,-0.23,-0.2,0.38
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[87L, 132L, 192L, 232L, 279L, 381L]",0.67,MLR,0.12,-0.12,-0.83,-0.6
"[39L, 85L, 184L, 248L, 262L, 317L]",0.51,MLR,0.33,-0.1,0.0,0.22
"[103L, 126L, 134L, 139L, 174L]",0.56,MLR,0.18,-0.02,-0.39,-0.5
"[58L, 80L, 87L, 115L, 161L, 337L, 368L]",0.64,MLR,0.11,-0.24,-0.5,-0.57
"[69L, 159L, 356L]",0.58,MLR,0.2,0.08,-0.69,-0.64
"[33L, 42L, 156L, 198L, 227L, 311L, 319L, 356L, 364L]",0.72,MLR,0.38,-0.25,-0.9,-0.81
"[33L, 302L, 337L]",0.56,MLR,0.05,-0.2,-0.08,-0.36
"[145L, 153L, 217L, 241L, 249L]",0.52,MLR,0.17,-0.04,-0.15,-0.08
"[21L, 26L, 205L, 226L, 247L, 263L, 321L, 354L]",0.72,MLR,0.18,-0.38,-0.67,-0.34
"[60L, 104L, 239L, 345L]",0.52,MLR,0.08,-0.05,-0.12,-0.21
"[13L, 17L, 70L, 145L, 284L, 384L]",0.56,MLR,0.09,-0.15,-0.17,0.12
"[35L, 39L, 110L, 191L, 310L, 365L]",0.61,MLR,0.06,-0.27,-0.24,-0.0
"[6L, 67L, 116L, 174L, 302L, 356L, 371L, 374L]",0.57,MLR,0.16,-0.18,-0.17,-0.48
"[74L, 144L, 201L, 222L, 260L, 276L]",0.56,MLR,0.39,-0.12,-0.21,0.32
"[108L, 164L, 207L, 213L, 280L, 310L, 331L]",0.46,MLR,0.33,0.02,0.1,0.03
"[15L, 132L, 138L, 181L, 212L, 249L, 342L]",0.7,MLR,0.21,-0.17,-0.94,-0.82
"[15L, 321L, 350L]",0.53,MLR,0.05,-0.12,-0.04,0.1
"[38L, 65L, 90L, 125L, 183L, 189L]",0.49,MLR,0.17,-0.05,0.07,0.14
"[70L, 93L, 123L, 140L, 258L, 264L, 287L, 309L, 333L, 343L]",0.88,MLR,0.38,-0.38,-1.59,-1.54
"[53L, 234L, 260L, 376L]",0.46,MLR,0.22,0.0,0.11,-0.04
"[33L, 109L, 236L]",0.64,MLR,0.12,-0.0,-0.85,-1.28
"[11L, 106L, 185L, 190L, 201L, 236L, 245L, 362L]",1.52,MLR,0.26,-3.02,-0.68,-0.85
"[74L, 178L, 239L, 280L, 380L]",0.53,MLR,0.09,-0.12,-0.06,-0.03
"[83L, 159L, 197L, 314L, 361L]",0.54,MLR,0.12,-0.08,-0.18,-0.25
"[58L, 269L, 296L]",0.48,MLR,0.17,0.01,-0.03,0.21
"[10L, 135L, 266L, 286L, 315L, 340L]",0.52,MLR,0.23,-0.23,0.16,0.0
"[6L, 135L, 200L, 230L, 286L, 287L, 302L]",0.61,MLR,0.13,-0.15,-0.43,-0.28
"[53L, 129L, 168L, 274L, 375L]",0.68,MLR,0.08,-0.28,-0.61,-0.27
"[56L, 123L, 246L, 258L, 276L]",0.54,MLR,0.05,-0.19,0.01,-0.26
"[0L, 60L, 81L, 83L, 136L, 203L]",0.57,MLR,0.09,-0.2,-0.14,-0.33
"[48L, 63L, 181L, 303L]",0.49,MLR,0.16,0.01,-0.04,-0.25
"[75L, 126L, 131L, 170L, 223L, 230L, 272L, 290L, 313L, 318L, 367L]",0.64,MLR,0.46,-0.16,-0.58,0.03
"[11L, 22L, 96L, 249L, 375L]",0.69,MLR,0.19,-0.36,-0.55,-0.42
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 298L]",0.29,MLR,0.68,0.49,0.27,0.49
"[0L, 9L, 75L, 94L, 127L, 186L, 258L, 317L, 325L, 382L]",0.74,MLR,0.43,0.12,-1.62,-1.43
"[0L, 40L, 96L, 246L, 271L, 305L, 306L, 316L]",0.63,MLR,0.26,-0.13,-0.62,-0.26
"[78L, 85L, 113L, 186L, 256L, 308L, 369L]",0.63,MLR,0.18,-0.22,-0.48,-0.51
"[1L, 140L, 156L, 214L, 240L, 302L, 377L, 381L]",0.59,MLR,0.26,-0.17,-0.31,-0.28
"[201L, 240L, 241L, 278L, 279L, 303L, 316L]",0.52,MLR,0.25,-0.02,-0.18,-0.55
"[28L, 89L, 124L, 187L, 236L, 350L, 376L]",0.45,MLR,0.35,0.15,-0.08,0.44
"[162L, 217L, 219L, 235L, 278L, 281L, 345L]",0.81,MLR,0.25,-0.05,-1.73,-0.81
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 352L]",0.27,MLR,0.67,0.44,0.47,0.46
"[77L, 113L, 291L]",0.52,MLR,0.05,-0.08,-0.07,-1.76
"[32L, 98L, 183L, 251L, 257L, 266L, 272L, 318L, 324L, 329L, 332L]",5.22,MLR,0.52,-1.34,-24.04,-262.12
"[21L, 85L, 173L, 216L, 231L, 341L]",0.5,MLR,0.14,-0.12,0.09,-0.8
"[51L, 83L, 112L, 119L, 142L, 156L, 206L, 301L]",0.51,MLR,0.25,-0.13,0.07,0.3
"[16L, 62L, 169L, 193L, 196L, 203L, 227L, 255L, 265L, 266L, 351L]",0.68,MLR,0.38,-0.2,-0.74,-0.15
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[28L, 70L, 225L, 247L, 263L, 267L, 301L, 350L, 360L]",0.63,MLR,0.28,-0.14,-0.57,-0.1
"[6L, 12L, 29L, 43L, 124L, 136L, 140L, 236L, 295L]",0.66,MLR,0.16,-0.22,-0.62,-0.84
"[18L, 122L, 127L, 160L, 203L, 220L]",0.68,MLR,0.23,0.0,-1.12,-1.26
"[55L, 103L, 124L, 135L, 179L, 184L, 241L, 344L, 372L]",0.79,MLR,0.16,-0.48,-0.9,-0.57
"[7L, 20L, 40L, 53L, 99L, 149L, 195L, 202L, 220L, 251L, 252L, 350L]",8.46,MLR,-0.8,-1.74,-41.37,-442.81
"[52L, 106L, 129L, 152L, 174L, 188L, 323L, 373L]",0.49,MLR,0.37,0.02,-0.09,-0.66
"[34L, 90L, 117L, 209L, 381L]",0.65,MLR,0.1,-0.3,-0.43,-0.8
"[47L, 59L, 199L, 292L, 313L, 376L]",0.74,MLR,0.09,-0.55,-0.54,-0.82
"[11L, 91L, 148L, 219L, 296L, 362L]",0.57,MLR,0.05,-0.25,-0.06,-0.18
"[13L, 49L, 215L, 302L]",0.55,MLR,0.03,-0.18,-0.06,0.17
"[24L, 97L, 212L, 321L, 336L, 363L]",0.75,MLR,0.17,-0.1,-1.34,-1.3
"[70L, 80L, 147L, 239L, 281L, 378L]",0.54,MLR,0.04,-0.25,0.1,-0.18
"[68L, 168L, 226L, 318L, 371L]",0.53,MLR,0.21,-0.04,-0.19,-0.35
"[23L, 53L, 252L, 271L, 295L, 325L, 370L]",0.72,MLR,0.16,-0.47,-0.52,-0.46
"[95L, 187L, 264L, 324L, 361L]",0.43,MLR,0.3,0.04,0.23,0.4
"[47L, 100L, 126L, 226L]",0.58,MLR,0.01,-0.2,-0.22,-0.15
"[135L, 200L, 222L, 229L]",0.51,MLR,0.09,-0.12,0.08,-0.11
"[57L, 80L, 97L, 124L, 167L, 255L, 327L, 333L]",0.57,MLR,0.27,-0.15,-0.23,-0.02
"[123L, 161L, 266L, 346L, 357L]",0.55,MLR,0.12,-0.16,-0.12,-0.1
"[57L, 129L, 209L]",0.53,MLR,0.03,-0.17,0.04,-0.12
"[125L, 146L, 155L, 278L]",0.53,MLR,0.18,0.03,-0.34,-0.66
"[20L, 65L, 191L, 209L, 276L, 314L, 373L, 379L]",0.62,MLR,0.1,-0.26,-0.31,-0.07
"[17L, 57L, 114L, 177L, 210L, 246L]",0.69,MLR,0.13,-0.14,-0.92,-0.78
"[111L, 125L, 161L, 180L, 263L]",0.56,MLR,0.08,-0.28,0.02,-0.47
"[126L, 148L, 193L, 333L, 339L]",0.61,MLR,0.19,0.01,-0.71,-0.08
"[179L, 203L, 371L]",0.53,MLR,0.03,-0.16,0.02,-0.13
"[34L, 90L, 162L, 354L]",0.58,MLR,0.08,-0.17,-0.25,-0.39
"[20L, 81L, 120L, 211L, 233L]",0.58,MLR,0.12,-0.08,-0.4,-0.4
"[20L, 35L, 139L, 173L, 331L, 347L, 367L, 379L]",0.5,MLR,0.26,-0.02,-0.06,-0.29
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.27,MLR,0.66,0.45,0.42,0.57
"[5L, 19L, 38L, 92L, 175L, 251L, 267L, 274L, 312L, 355L]",1.26,MLR,0.42,-0.17,-4.06,-31.03
"[86L, 159L, 272L, 309L]",0.44,MLR,0.13,-0.06,0.32,0.22
"[50L, 101L, 109L, 120L, 121L, 139L, 143L, 169L, 236L, 299L, 308L]",1.25,MLR,0.39,-1.42,-1.89,-1.94
"[16L, 91L, 334L]",0.47,MLR,0.15,0.04,0.01,0.39
"[9L, 64L, 204L, 208L, 240L]",0.52,MLR,0.16,-0.08,-0.07,-0.15
"[76L, 153L, 224L, 283L, 347L]",0.57,MLR,0.1,-0.12,-0.31,0.0
"[173L, 213L, 245L, 263L, 337L]",0.48,MLR,0.14,-0.09,0.17,-0.43
"[97L, 98L, 117L, 171L, 232L, 255L, 345L]",0.57,MLR,0.35,0.11,-0.66,-0.03
"[6L, 127L, 189L, 209L, 221L]",0.65,MLR,0.13,-0.2,-0.61,-0.61
"[79L, 173L, 210L, 242L, 329L, 360L, 375L]",0.57,MLR,0.23,-0.35,0.09,-0.42
"[149L, 158L, 226L, 278L]",0.57,MLR,0.12,-0.07,-0.35,-0.94
"[45L, 47L, 113L, 128L, 134L, 180L, 186L, 191L, 194L, 279L, 345L]",1.74,MLR,0.26,-3.7,-0.76,-0.4
"[31L, 79L, 85L, 219L, 252L, 277L, 370L]",0.59,MLR,0.22,-0.3,-0.1,-0.61
"[37L, 49L, 71L, 128L, 182L, 319L]",0.57,MLR,0.25,-0.31,0.02,-0.01
"[28L, 108L, 162L, 168L, 202L, 223L, 243L, 273L]",0.82,MLR,0.24,-0.1,-1.68,-1.77
"[14L, 21L, 95L, 377L]",0.61,MLR,0.13,-0.27,-0.25,0.06
"[52L, 56L, 143L, 218L, 223L, 279L, 300L, 335L, 351L, 360L]",0.84,MLR,0.29,-0.41,-1.28,-0.94
"[3L, 52L, 54L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L, 352L]",0.27,MLR,0.67,0.44,0.47,0.46
"[41L, 101L, 114L, 126L, 166L, 255L, 312L]",0.57,MLR,0.16,-0.21,-0.11,-0.35
"[123L, 144L, 192L, 201L, 309L, 328L]",0.64,MLR,0.24,-0.02,-0.83,-0.77
"[65L, 71L, 201L, 213L, 220L, 325L, 357L]",0.73,MLR,0.21,-0.36,-0.77,-0.84
"[90L, 118L, 135L, 236L, 276L]",0.49,MLR,0.2,-0.03,0.01,0.23
"[52L, 120L, 135L, 141L, 187L, 193L, 198L, 201L, 286L]",0.26,MLR,0.66,0.5,0.41,0.66
"[30L, 78L, 247L, 293L, 300L, 338L, 362L]",0.84,MLR,0.31,-0.94,-0.4,-0.82
"[53L, 96L, 108L, 214L, 262L, 286L, 368L]",0.57,MLR,0.29,-0.2,-0.14,-0.05
"[44L, 125L, 130L, 183L, 210L, 257L, 314L, 321L]",0.64,MLR,0.27,-0.32,-0.32,-0.62
"[56L, 128L, 170L, 177L, 195L, 270L, 273L]",0.51,MLR,0.41,0.16,-0.42,-0.0
"[216L, 251L, 305L, 367L, 372L]",3.97,MLR,0.11,-0.17,-19.03,-218.05
"[48L, 74L, 94L, 112L, 203L, 284L]",0.68,MLR,0.09,-0.38,-0.45,-0.39
"[8L, 71L, 78L, 142L, 199L, 219L]",0.73,MLR,0.12,-0.14,-1.15,-1.41
"[38L, 42L, 47L, 188L, 213L, 215L]",0.67,MLR,0.16,-0.1,-0.85,-1.06
"[121L, 239L, 332L]",0.52,MLR,0.03,-0.12,-0.01,-0.05
"[49L, 69L, 116L, 235L, 304L]",0.64,MLR,0.24,0.04,-0.93,-0.4
"[65L, 214L, 220L]",0.53,MLR,0.02,-0.14,-0.01,-0.07
"[28L, 64L, 95L, 205L, 279L, 288L]",0.56,MLR,0.21,-0.05,-0.33,-0.33
"[10L, 35L, 322L]",0.51,MLR,0.05,-0.09,0.01,0.04
"[104L, 164L, 200L, 245L, 284L, 319L]",0.47,MLR,0.26,0.03,0.01,0.03
"[76L, 163L, 166L, 238L, 270L]",0.49,MLR,0.16,0.03,-0.08,0.05
"[7L, 25L, 67L, 176L, 185L]",0.63,MLR,0.19,-0.0,-0.79,-0.9
"[8L, 15L, 198L, 206L, 371L, 374L]",0.61,MLR,0.14,-0.14,-0.46,-0.43
"[20L, 29L, 67L, 124L, 131L, 144L, 260L, 301L]",0.6,MLR,0.3,-0.34,-0.06,-0.07
"[44L, 119L, 130L, 181L, 183L, 188L, 346L]",0.8,MLR,0.24,-0.82,-0.4,-0.16
